"y4_hhid","qx_type","interview_status","PID","id_code","hh_c02","hh_c03","hh_c04","hh_c05_1","hh_c05_2a","hh_c05_2b","hh_c05_2_oth","hh_c05_3","hh_c05_4a","hh_c05_4b","hh_c05_4_oth","hh_c05_5","hh_c06","hh_c07a","hh_c07b","hh_c07_oth","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c14_oth","hh_c15","hh_c16","hh_c17","hh_c18","hh_c18_oth","hh_c19a","hh_c19b","hh_c20","hh_c21","hh_c21_oth","hh_c22a","hh_c22b","hh_c22c","hh_c22d","hh_c22e","hh_c22f","hh_c22g","hh_c22h","hh_c22i","hh_c22j","hh_c22k","hh_c22l","hh_c23filtera","hh_c23a_1","hh_c23a_2","hh_c23a_3","hh_c23filter","hh_c23b_1","hh_c23b_2","hh_c24","hh_c25"
"2342-001",1,3,"301301",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,10,2,,2,2,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2342-001",1,3,"301302",2,,1,,1,1,,,1,1,,,1,1,,,,5,1,11,2,,2,4,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2342-001",1,3,"301303",3,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,1,5,1,,,,11,1,1,,3,1,2,,,0,0,1800,1200,0,1500,0,0,1500,0,0,6000,1,1,,,,,,2,
"2342-001",1,3,"301304",4,,2,2,2,,,,2,,,,1,1,,,,3,1,6,1,2,1,,,,11,1,1,,30,1,2,,,0,0,1200,1000,0,1500,0,0,50,500,0,4250,1,1,,,,,,2,
"2342-001",1,3,"3185300106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2342-001",1,3,"4234200107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2343-001",2,2,"301401",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,7,2,,2,4,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2343-001",2,2,"3185400105",3,,2,1,2,,,,2,,,,1,1,,,,0,1,3,1,0,1,,,,,1,1,,10,1,1,9,,20000,0,305,0,0,0,0,0,0,10500,0,30805,1,1,,,,,,2,
"2343-001",2,2,"3185400106",4,,2,1,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2344-001",1,1,"301500101",1,,2,2,1,1,,,1,1,,,1,1,,,,18,7,6,2,,2,1,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2344-001",1,1,"301500103",3,,2,2,1,1,,,1,1,,,1,1,,,,1,1,6,1,0,1,,,,12,1,4,,10,1,1,2,,1560000,0,0,20000,0,0,0,0,0,0,0,1580000,1,1,2,,,,,2,
"2344-001",1,1,"301501",2,,1,,1,1,,,1,1,,,1,1,,,,18,7,6,2,,2,1,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2344-001",1,1,"3185500104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2345-001",1,1,"301502",1,,1,,1,1,,,1,1,,,1,1,,,,19,7,5,1,19,1,,,,33,1,4,,5,1,2,,,2625000,0,10000,0,0,0,10000,0,0,0,0,2645000,1,1,,,,,,1,1
"2346-001",2,2,"301601",1,,2,2,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2346-001",2,2,"301602",2,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2346-001",2,2,"301603",3,,2,2,1,1,,,1,1,,,1,1,,,,4,1,5,1,4,1,,,,11,1,1,,30,1,2,,,0,7500,1800,1600,0,1500,0,0,1500,2000,0,15900,1,1,2,,,,,2,
"2346-001",2,2,"3185700104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2347-001",2,2,"301801",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,2,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2347-001",2,2,"4234700102",2,,1,,1,1,,,1,1,,,1,1,,,,4,1,7,2,,2,2,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2347-001",2,2,"4234700103",3,,2,1,2,,,,2,,,,1,1,,,,5,1,6,2,,2,4,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2347-001",2,2,"4234700104",4,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,4,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2347-001",2,2,"4234700105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2347-002",2,2,"301802",2,,1,,1,1,,,1,1,,,1,1,,,,2,2,5,2,,2,4,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2347-002",2,2,"301804",3,,2,2,1,1,,,1,1,,,1,1,,,,12,4,5,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2347-002",2,2,"301805",4,,2,2,1,1,,,1,1,,,1,1,,,,8,2,6,1,8,1,,,,11,1,1,,10,1,1,2,,0,18000,5000,5000,0,2000,0,0,5500,4000,0,39500,1,2,,,,,,2,
"2347-002",2,2,"301806",5,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,1,7,1,,,,11,1,1,,10,1,1,2,,0,18000,4000,6000,0,2000,0,0,2100,4000,0,36100,1,2,,,,,,1,2
"2347-002",2,2,"301807",6,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,1,7,1,,,,11,1,1,,10,1,1,2,,0,13500,4500,5000,0,2000,0,0,2100,4000,0,31100,1,2,,,,,,2,
"2348-002",2,2,"3185900104",2,,1,,2,,,,2,,,,2,1,,,,3,1,5,2,,2,2,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2348-002",2,2,"3185900105",3,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,1,6,1,,,,11,1,1,,1,2,1,2,,0,4500,2500,4000,0,4500,0,0,0,9000,0,24500,1,2,,,,,,2,
"2348-002",2,2,"4234800205",5,,2,2,2,,,,1,5,5,,1,1,,,,3,1,2,1,3,1,,,,11,1,1,,1,2,1,2,,0,0,1000,0,0,4500,0,0,0,9000,0,14500,1,2,,,,,,2,
"2348-004",2,2,"3185900106",2,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,10,1,2,,,0,0,1000,3500,0,1000,0,0,1500,0,0,7000,1,1,,,,,,2,
"2348-004",2,2,"4234800401",1,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2349-002",2,2,"301800303",3,,2,2,2,,,,1,1,,,2,1,,,,2,1,5,1,1,1,,,,11,1,1,,30,1,2,,,0,0,4000,3000,0,4500,0,0,450,2500,500,14950,1,1,2,,,,,2,
"2349-002",2,2,"301803",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2349-002",2,2,"3185900201",1,,2,2,1,1,,,1,1,,,1,1,,,,10,1,6,2,,2,2,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2349-002",2,2,"3185900204",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2350-001",1,1,"301900106",6,,2,1,1,1,,,1,1,,,1,1,,,,1,1,6,1,0,1,,,,11,1,1,,5,1,2,,,0,20000,3000,1500,0,1500,0,0,0,10000,0,36000,1,1,,,,,,2,
"2350-001",1,1,"301901",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2350-001",1,1,"301902",2,,2,1,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2350-001",1,1,"301903",3,,2,1,1,1,,,1,1,,,1,1,,,,15,4,3,1,12,1,,,,31,1,1,,5,1,2,,,362000,0,20000,0,15000,0,0,0,0,256000,250000,903000,1,1,,,,,,1,1
"2350-001",1,1,"301904",4,,2,1,1,1,,,1,1,,,1,1,,,,7,1,6,1,7,1,,,,11,1,1,,5,1,2,,,0,20000,4500,3500,0,1500,0,0,1500,0,0,31000,1,1,,,,,,2,
"2350-001",1,1,"301905",5,,2,1,1,1,,,1,1,,,1,1,,,,7,1,6,1,6,1,,,,11,1,1,,5,1,2,,,0,20000,4500,3500,0,1500,0,0,1500,0,0,31000,1,1,,,,,,2,
"2350-001",1,1,"4235000108",8,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2350-007",1,1,"301906",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,6,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2350-007",1,1,"4235000702",2,,2,1,1,1,,,1,1,,,1,1,,,,6,1,7,2,,2,14,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2351-008",1,1,"301907",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,5,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2351-009",1,1,"3186000802",2,,1,,1,1,,,1,1,,,1,1,,,,10,2,7,2,,2,4,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2351-009",1,1,"3186000803",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2351-009",1,1,"4235100901",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2351-009",1,1,"4235100903",3,,2,2,1,1,,,1,1,,,1,1,,,,2,1,6,1,1,1,,,,12,1,5,"VEHICLE",10,1,2,,,105000,0,1500,0,0,0,135000,0,0,90000,0,331500,1,1,,,,,,2,
"2352-001",2,2,"302000101",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,9,2,,2,4,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2352-001",2,2,"3186100102",2,,2,1,1,1,,,1,1,,,1,1,,,,8,2,7,2,,2,4,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2352-001",2,2,"3186100103",3,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,30,1,2,,,0,10800,5000,0,0,1500,0,0,1500,15000,0,33800,1,1,2,,,,,2,
"2352-001",2,2,"4235200104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2353-002",2,2,"302000103",1,,2,5,1,1,,,2,,,,2,1,,,,1,1,4,1,1,1,,,,11,1,1,,5,1,2,,,0,2000,4000,0,0,1500,0,0,1500,5760,1000,15760,1,4,,,,,,2,
"2353-002",2,2,"302001",5,,1,,2,,,,2,,,,1,1,,,,2,1,7,2,,2,5,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2353-002",2,2,"302007",2,,2,5,1,1,,,1,1,,,1,1,,,,9,2,4,1,9,1,,,,26,1,1,,15,1,2,,,105000,0,3120,5000,0,0,0,0,0,0,0,113120,2,,,,1,1,,2,
"2353-002",2,2,"3186100207",4,,2,5,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2353-002",2,2,"4235300206",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2353-007",2,2,"3186100206",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2353-007",2,2,"4235300702",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,4,2,,2,16,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2354-004",2,2,"302006",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,7,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2354-004",2,2,"3186100401",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,6,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2354-004",2,2,"3186100403",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2355-001",1,1,"302100105",4,,2,1,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,23,2,,,,,2,,,300000,0,3000,8000,0,0,10000,0,0,120000,0,441000,1,1,2,,,,,1,1
"2355-001",1,1,"302101",1,,1,,1,1,,,1,1,,,1,1,,,,19,7,6,2,,1,,,,31,1,3,,5,2,2,,,1500000,0,35000,0,0,0,120000,0,0,60000,20000,1735000,1,1,,,,,,1,1
"2355-001",1,1,"302102",2,,2,1,1,1,,,1,1,,,1,1,,,,22,6,5,2,,2,7,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2355-001",1,1,"302104",3,,2,1,1,1,,,1,1,,,1,1,,,,16,4,6,1,15,1,,,,31,2,,,,,2,,,1400000,0,,0,360000,0,12000,0,0,600000,240000,2612000,1,1,2,,,,,1,1
"2355-001",1,1,"3186200109",7,,2,1,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,23,2,,,,,2,,,300000,0,3000,8000,0,0,10000,0,0,120000,0,441000,1,1,2,,,,,1,1
"2355-001",1,1,"4235500109",9,,2,1,1,1,,,1,1,,,1,1,,,,12,1,6,1,12,1,,,,21,1,1,,5,1,2,,,280000,54000,20000,0,0,0,0,0,0,0,3000,357000,2,,,,1,1,,1,1
"2356-001",2,2,"302200106",3,,2,1,1,1,,,1,1,,,1,1,,,,6,1,6,1,6,1,,,,11,1,1,,10,1,2,,,0,12000,2650,0,2600,1500,0,0,1800,10000,0,30550,2,,,,1,1,,2,
"2356-001",2,2,"302201",1,,1,,1,1,,,1,1,,,1,1,,,,8,2,7,2,,2,3,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2356-001",2,2,"302206",2,,2,1,1,1,,,1,1,,,1,1,,,,5,1,5,1,5,1,,,,11,1,1,,10,1,2,,,0,12000,2450,0,0,1500,0,0,1800,10250,0,28000,2,,,,1,1,,2,
"2356-001",2,2,"3186300107",4,,2,1,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,11,1,1,,10,1,2,,,0,12000,2500,2600,0,1500,0,0,1800,9500,0,29900,2,,,,1,1,,2,
"2356-001",2,2,"4235600105",5,,2,1,2,,,,2,,,,2,1,,,,1,1,5,1,1,1,,,,11,1,1,,10,1,2,,,0,0,900,1000,0,1500,0,0,0,10800,0,14200,2,,,,1,1,,2,
"2357-002",2,2,"302200102",2,,2,1,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2357-002",2,2,"3186300201",1,,1,,1,1,,,1,1,,,1,1,,,,4,1,6,2,,2,2,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2357-002",2,2,"3186300203",3,,2,1,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2357-002",2,2,"3186300205",5,,2,1,1,1,,,1,1,,,1,1,,,,8,2,6,1,8,1,,,,11,1,1,,30,1,2,,,0,6000,2100,2800,0,3000,0,0,10000,7000,0,30900,1,1,,,,,,2,
"2357-002",2,2,"3186300206",6,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,30,1,2,,,0,0,1600,2200,0,3000,0,0,1500,5000,0,13300,1,1,,,,,,2,
"2357-007",2,2,"3186300204",2,,1,,1,1,,,1,1,,,1,1,,,,9,2,7,1,9,2,4,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2357-007",2,2,"4235700701",1,,2,2,1,1,,,1,1,,,1,1,,,,11,3,7,1,11,2,4,,2018,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,1,1,,2,
"2357-007",2,2,"4235700703",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2358-003",2,2,"302204",2,,1,,1,1,,,1,1,,,1,1,,,,12,3,7,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2358-003",2,2,"3186300301",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2358-003",2,2,"3186300303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2359-001",2,2,"302200301",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2359-001",2,2,"302203",2,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2359-001",2,2,"4235900103",3,,2,2,1,1,,,1,1,,,1,1,,,,4,1,5,1,4,1,,,,11,1,1,,30,1,2,,,2000,12000,5000,0,0,0,0,0,1200,18000,0,38200,1,1,,,,,,2,
"2359-001",2,2,"4235900104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2360-002",2,2,"302402",1,,2,2,1,1,,,1,1,,,1,1,,,,18,7,5,2,,2,2,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2360-002",2,2,"302403",2,,1,,1,1,,,1,1,,,1,1,,,,21,4,5,1,20,1,,,,32,1,3,,30,1,2,,,100000,0,30000,15000,70000,0,80000,0,40000,20000,3000,358000,1,1,,,,,,1,1
"2360-002",2,2,"4236000204",4,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,1,7,1,,,,13,2,,,,,2,,,255000,24000,10000,8000,0,3000,0,0,1500,60000,0,361500,1,1,,,,,,2,
"2361-001",2,2,"302601",1,,2,2,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,2,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2361-001",2,2,"4236100102",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2361-001",2,2,"4236100103",3,,2,2,1,1,,,1,1,,,1,1,,,,12,2,6,1,12,2,18,"N/A",2019,,,,,,,,,,22500,0,5000,4000,0,4000,0,4500,17500,6000,2500,66000,2,,,,1,1,,1,1
"2361-001",2,2,"4236100104",4,,2,2,1,1,,,1,1,,,1,1,,,,9,2,6,1,9,1,,,,22,1,1,,45,1,2,,,19500,0,5000,5000,0,4000,0,4500,0,6000,4000,48000,1,1,,,,,,2,
"2361-001",2,2,"4236100105",5,,2,2,1,1,,,1,1,,,1,1,,,,3,1,6,1,3,1,,,,11,1,1,,10,1,1,8,"##N/A##",0,0,3000,0,0,1500,0,0,1200,2000,3000,10700,1,1,,,,,,2,
"2361-001",2,2,"4236100106",6,,2,2,1,1,,,2,,,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,10,1,2,,,0,0,300,3000,0,1500,0,0,0,2000,2000,8800,1,2,,,,,,2,
"2361-001",2,2,"4236100107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2363-007",2,2,"3186600601",1,,1,,1,1,,,1,1,,,1,1,,,,12,3,8,2,,2,5,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2363-007",2,2,"3186600602",2,,1,,1,1,,,1,1,,,1,1,,,,12,3,8,2,,2,5,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2363-007",2,2,"4236300705",5,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2364-001",1,1,"302701",1,,1,,1,1,,,2,,,,1,1,,,,2,1,7,2,,2,8,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2364-001",1,1,"4236400102",2,,2,1,2,,,,2,,,,2,1,,,,3,1,5,2,,1,,,,11,1,1,,5,1,2,,,0,0,5000,0,0,0,0,0,1500,10000,0,16500,1,1,,,,,,2,
"2365-002",1,1,"302901",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,12,2,,2,2,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2365-002",1,1,"4236500204",4,,1,,1,1,,,1,1,,,1,1,,,,10,2,12,2,,2,2,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2365-002",1,1,"4236500205",5,,2,2,1,1,,,1,1,,,1,1,,,,3,1,6,1,2,1,,,,11,1,1,,5,1,2,,,0,0,1500,3500,0,600,0,0,0,1000,0,6600,1,4,,,,,,2,
"2366-002",2,2,"303000102",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,9,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2366-002",2,2,"3187000202",2,,2,1,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,4,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2366-002",2,2,"4236600203",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2366-002",2,2,"4236600204",4,,2,1,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,11,1,1,,5,1,2,,,0,0,3500,2500,0,1500,0,0,1500,5000,0,14000,1,1,,,,,,2,
"2367-001",1,1,"303100104",4,,1,,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,2,,15,1,2,,,0,0,2000,2500,0,4800,0,0,0,0,0,9300,1,1,,,,,,2,
"2367-001",1,1,"303101",1,,1,,1,1,,,1,1,,,1,1,,,,18,7,6,2,,2,1,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2367-001",1,1,"303102",2,,2,1,1,1,,,1,1,,,1,1,,,,16,6,6,2,,2,1,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2367-001",1,1,"303103",3,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,2,,10,1,2,,,0,9000,2000,2000,0,4800,5000,0,0,5000,0,27800,1,1,2,,,,,1,1
"2367-001",1,1,"3187100105",5,,2,1,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2367-001",1,1,"4236700106",6,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,1,6,1,,,,11,1,1,,3,1,2,,,0,9000,0,2500,0,4800,0,0,0,0,0,16300,1,1,,,,,,2,
"2367-001",1,1,"4236700107",7,,1,,1,1,,,1,1,,,1,1,,,,12,3,6,1,12,1,,,,21,1,2,,15,1,2,,,11000,0,5000,3000,0,0,0,0,6000,3000,0,28000,1,1,,,,,,2,
"2368-001",2,2,"303201",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2368-001",2,2,"303202",2,,1,,1,1,,,1,1,,,1,1,,,,10,3,11,2,,2,2,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2368-001",2,2,"3187200103",3,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2369-001",1,1,"303300105",4,,1,,2,,,,2,,,,2,1,,,,2,1,5,1,1,1,,,,11,1,1,,10,1,2,,,0,0,3000,0,0,1200,0,0,0,3000,0,7200,1,1,,,,,,2,
"2369-001",1,1,"303301",1,,2,2,1,1,,,1,1,,,1,1,,,,12,2,6,2,,2,2,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2369-001",1,1,"303302",2,,1,,1,1,,,1,1,,,1,1,,,,12,3,5,2,,2,2,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2369-001",1,1,"303303",3,,1,,1,1,,,1,1,,,1,1,,,,7,1,5,1,6,1,,,,11,1,1,,5,1,2,,,0,12000,5000,5500,0,1200,0,0,2400,9000,0,35100,1,1,,,,,,2,
"2369-001",1,1,"3187300106",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2369-001",1,1,"4236900106",6,,2,2,1,1,,,1,1,,,1,1,,,,6,1,5,1,5,1,,,,11,1,1,,30,1,2,,,0,20000,5000,5500,0,1200,0,0,2400,5000,0,39100,1,1,2,,,,,2,
"2370-001",2,2,"303400108",6,,2,1,1,1,,,1,1,,,1,1,,,,4,1,5,1,3,1,,,,11,1,1,,10,1,2,,,0,20000,5000,3500,0,1500,0,0,1800,30000,0,61800,1,1,2,,,,,2,
"2370-001",2,2,"303401",1,,1,,1,1,,,1,1,,,1,1,,,,4,1,12,2,,2,7,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2370-001",2,2,"303402",2,,2,1,1,1,,,1,1,,,1,1,,,,4,1,10,2,,2,7,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2370-001",2,2,"303403",3,,2,1,1,1,,,1,1,,,1,1,,,,20,4,6,1,20,1,,,,32,2,,,,,2,,,35000,0,10000,0,20000,0,20000,0,0,70000,50000,205000,1,1,2,,,,,1,1
"2370-001",2,2,"303404",4,,2,1,1,1,,,1,1,,,1,1,,,,11,1,6,1,10,1,,,,21,1,1,,5,1,2,,,0,0,10000,12000,0,0,0,0,0,27000,0,49000,1,1,2,,,,,1,1
"2370-001",2,2,"303405",5,,2,1,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,21,1,1,,5,1,2,,,0,0,10000,12000,0,0,0,0,0,27000,0,49000,1,1,2,,,,,2,
"2370-001",2,2,"4237000108",8,,2,1,1,1,,,1,1,,,2,1,,,,12,4,6,2,,2,7,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2370-001",2,2,"4237000109",9,,2,1,1,1,,,1,1,,,1,1,,,,12,2,6,1,11,1,,,,26,1,1,,30,1,2,,,57000,0,10000,5000,0,0,0,0,0,27000,0,99000,1,1,2,,,,,1,2
"2371-002",2,4,"303400602",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,2,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2371-002",2,4,"3187500203",2,,2,1,1,1,,,1,1,,,1,1,,,,11,3,6,2,,2,4,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2371-002",2,4,"3187500204",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2371-002",2,4,"4237100204",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
