"y4_hhid","y3_hhid","HHID","case_id","ea_id","panelweight_2019","panelweight_2016","panelweight_2013","hh_wgt","region","district","ta_code","reside","dist_to_IHPS2016location","dist_to_IHPSlocation","dist_to_IHS3location","hhsize","interview_status","qx_type","consent","hh_a11","hh_a22","hh_a23","hh_a31","hh_a37","hh_a40","interviewdate_v1","interviewdate_v2","hh_g09","hh_m00","hh_o0a","hh_s01","hh_w01","consumption_date"
"2028-003","1592-002",2616,"309010540225","30901054",367.860679717346,138.188456854489,663.304592901547,1658.26148225387,300,309,30901,2,0,0,0,4,2,2,1,1,9,27,1,27,9,"2019-06-24","2019-09-13",1,1,1,2,2,"2019-09-13"
"2029-001","1593-001",2616,"309010540225","30901054",815.802085383077,829.130741126934,165.826148225387,1658.26148225387,300,309,30901,2,0,0,0,4,2,2,1,1,9,27,1,27,9,"2019-06-24","2019-09-11",2,1,2,2,2,"2019-09-11"
"2030-003","1594-001",2617,"308016720219","30801672",243.196787424829,724.27193344258,,2897.08773377032,300,315,31531,1,0,0,58,6,1,1,1,2,17,84,2,84,17,"2019-06-29","2019-10-29",2,1,2,2,1,"2019-06-29"
"2031-005","1594-005",2617,"308016720219","30801672",142.678116044948,362.13596672129,,2897.08773377032,300,308,30801,2,0,59,0,4,1,1,1,2,9,10,1,10,9,"2019-06-11","2019-09-19",2,1,2,2,2,"2019-06-11"
"2031-006","1594-005",2617,"308016720219","30801672",1122.58064888195,362.13596672129,,2897.08773377032,300,308,30801,2,0,59,0,4,1,1,1,1,9,10,1,10,9,"2019-06-10","2019-09-19",2,1,1,2,2,"2019-06-10"
"2032-007","1594-006",2617,"308016720219","30801672",1076.03687620337,362.13596672129,1448.54386688516,2897.08773377032,300,308,30801,2,0,59,0,5,1,1,1,1,9,27,1,27,9,"2019-06-14","2019-09-20",1,1,1,1,2,"2019-06-14"
"2033-001","1595-001",2618,"309010540096","30901054",3582.14211241523,839.463752713207,1678.92750542641,1678.92750542641,300,309,30901,2,0,0,0,5,2,2,1,1,9,27,1,27,9,"2019-06-25","2019-09-13",2,1,2,2,2,"2019-09-13"
"2034-001","1596-001",2619,"308016720130","30801672",1478.10261488045,2530.49807330751,2530.49807330751,2530.49807330751,300,308,30801,2,0,0,0,5,1,1,1,1,9,32,1,32,9,"2019-06-14","2019-09-19",2,1,2,2,2,"2019-06-14"
"2035-002","1597-002",2620,"309010540074","30901054",312.804697260956,1614.01777051449,269.002961752415,1614.01777051449,300,314,30302,2,0,0,9,2,2,2,1,1,16,1,1,1,16,"2019-06-22","2019-09-10",1,1,1,2,2,"2019-09-10"
"2035-003","1597-002",2620,"309010540074","30901054",147.514394372325,1614.01777051449,269.002961752415,1614.01777051449,300,303,30302,2,0,0,9,4,2,2,1,1,16,34,1,34,16,"2019-06-22","2019-09-10",1,1,2,2,2,"2019-09-10"
"2035-004","1597-002",2620,"309010540074","30901054",81.9171752066706,1614.01777051449,269.002961752415,1614.01777051449,300,314,31435,1,21,21,29,3,2,2,1,1,16,1,1,88,16,"2019-06-22","2019-09-18",2,1,2,1,2,"2019-09-18"
"2035-005","1597-002",2620,"309010540074","30901054",150.168092472144,1614.01777051449,269.002961752415,1614.01777051449,300,303,30302,2,0,0,9,3,2,2,1,1,16,41,1,41,16,"2019-06-22","2019-09-10",2,1,2,1,2,"2019-09-10"
"2036-001","1598-001",2620,"309010540074","30901054",972.767032457501,605.256663942935,,1614.01777051449,300,309,30901,2,0,0,0,4,2,2,1,1,9,10,1,32,9,"2019-06-26","2019-09-12",2,1,1,2,2,"2019-09-12"
"2036-002","1598-001",2620,"309010540074","30901054",352.124341985197,605.256663942935,,1614.01777051449,300,309,30901,2,0,0,0,1,2,2,1,2,9,32,1,32,9,"2019-06-26","2019-09-11",2,1,2,2,2,"2019-09-11"
"2037-005","1598-005",2620,"309010540074","30901054",349.649576701505,201.752221314312,538.005923504831,1614.01777051449,300,309,30901,2,0,0,0,3,2,2,1,1,9,10,1,10,9,"2019-06-25","2019-09-12",1,1,2,1,2,"2019-09-12"
"2038-002","1599-001",2621,"308016720032","30801672",1228.79205210008,1240.77681111429,1240.77681111429,2481.55362222857,300,308,30801,2,0,0,0,2,1,1,1,1,9,32,1,32,9,"2019-06-11","2019-09-19",2,1,1,2,1,"2019-06-11"
"2039-001","1600-001",2622,"309010540117","30901054",1851.2071140539,1683.86793503222,841.933967516112,1683.86793503222,300,309,30901,2,0,0,0,6,2,2,1,1,9,32,1,32,9,"2019-06-25","2019-09-12",2,1,2,1,2,"2019-09-12"
"2040-001","1601-001",2623,"308016720066","30801672",2739.93256969441,1416.33919170205,1416.33919170205,2832.67838340409,300,308,30801,2,0,0,0,5,1,1,1,1,9,32,1,32,9,"2019-06-11","2019-09-19",2,1,2,2,2,"2019-06-11"
"2041-003","1602-001",2624,"309010540020","30901054",854.755973106083,1104.6699372305,,1657.00490584575,300,309,30901,2,0,0,0,3,2,2,1,1,9,32,1,32,9,"2019-06-25","2019-09-11",2,1,1,2,2,"2019-09-13"
"2042-002","1602-002",2624,"309010540020","30901054",991.339759191739,276.167484307625,828.502452922875,1657.00490584575,300,309,30901,2,0,0,0,3,2,2,1,1,9,10,1,10,9,"2019-06-25","2019-09-12",1,1,2,2,2,"2019-09-12"
"2043-001","1603-001",2626,"309010540139","30901054",727.38185588052,843.29241291776,562.194941945173,1686.58482583552,300,314,30901,2,0,0,0,8,2,2,1,1,16,1,1,1,16,"2019-06-21","2019-09-11",1,1,1,2,2,"2019-09-11"
"2044-001","1604-001",2626,"309010540139","30901054",612.688659354368,1686.58482583552,281.097470972587,1686.58482583552,300,314,31443,1,0,0,30,10,2,2,1,1,7,78,1,73,7,"2019-07-18","2019-09-17",2,1,2,2,2,"2019-09-17"
"2045-001","1605-001",2628,"309010540010","30901054",3227.40713739584,1590.70636893632,795.353184468158,1590.70636893632,300,309,30901,2,0,0,0,3,2,2,1,1,9,10,1,10,9,"2019-06-24","2019-09-11",2,1,1,2,2,"2019-09-11"
"2046-001","1606-001",2657,"308066110221","30806611",1994.57251828549,2233.73809056824,2233.73809056824,2233.73809056824,300,308,30806,2,0,0,0,2,1,1,1,1,9,32,1,32,9,"2019-04-23","2019-08-08",2,1,2,2,2,"2019-04-23"
"2047-001","1607-001",2659,"308066110144","30806611",1083.87448209139,561.525324889264,,2246.10129955706,300,308,30806,2,0,0,0,6,1,1,1,1,9,60,1,60,9,"2019-04-24","2019-08-08",1,1,1,2,2,"2019-04-24"
"2048-002","1607-002",2659,"308066110144","30806611",371.693589671029,561.525324889264,1123.05064977853,2246.10129955706,300,308,30806,2,0,0,0,6,1,1,1,1,9,10,1,10,9,"2019-04-29","2019-08-09",1,1,1,1,2,"2019-04-29"
"2048-008","1607-002",2659,"308066110144","30806611",185.633911909013,561.525324889264,1123.05064977853,2246.10129955706,300,308,30806,2,9,9,10,6,1,1,1,1,9,10,1,10,9,"2019-04-30","2019-08-09",2,1,2,2,2,"2019-04-30"
"2049-001","1608-001",2661,"308066110040","30806611",836.260430356895,748.886742719915,,2246.66022815975,300,308,30806,2,0,0,0,7,1,1,1,1,9,10,1,10,9,"2019-04-26","2019-08-08",2,1,2,2,2,"2019-04-27"
"2050-005","1608-005",2661,"308066110040","30806611",485.017547833762,748.886742719915,1123.33011407987,2246.66022815975,300,308,30806,2,0,0,0,1,1,1,1,1,9,32,1,32,9,"2019-04-25","2019-08-08",2,1,1,2,2,"2019-04-26"
"2051-001","1609-001",2662,"310017490171","31001749",2143.34279708289,948.188198353507,474.094099176754,1896.37639670701,300,310,31001,2,0,0,0,10,2,2,1,1,1,80,1,29,1,"2019-07-17","2019-10-07",2,1,2,2,2,"2019-10-07"
"2052-001","1610-001",2662,"310017490171","31001749",576.867346200478,948.188198353507,474.094099176754,1896.37639670701,300,310,31001,2,0,0,9,6,2,2,1,1,1,63,1,63,1,"2019-07-21","2019-10-08",1,1,1,1,2,"2019-10-08"
"2053-001","1611-001",2663,"308066110196","30806611",1279.73950694895,608.665538650047,,2434.66215460019,300,308,30806,2,0,0,0,3,1,1,1,1,9,60,1,60,9,"2019-04-24","2019-08-08",1,1,2,2,2,"2019-04-29"
"2054-002","1611-002",2663,"308066110196","30806611",288.786208353447,608.665538650047,1217.33107730009,2434.66215460019,300,308,30806,2,0,0,0,5,1,1,1,2,9,10,1,10,9,"2019-04-28","2019-08-08",2,1,2,2,2,"2019-04-28"
"2054-006","1611-002",2663,"308066110196","30806611",274.080951806738,608.665538650047,1217.33107730009,2434.66215460019,300,308,30806,2,0,0,0,3,1,1,1,1,9,60,1,60,9,"2019-04-28","2019-08-08",2,1,2,2,1,"2019-04-28"
"2056-001","1613-001",2665,"308066110111","30806611",921.048363764495,1104.76481981628,,2209.52963963257,300,308,30806,2,0,0,0,4,1,1,1,1,9,10,1,10,9,"2019-04-25","2019-08-08",1,1,1,2,2,"2019-04-25"
"2057-003","1613-003",2665,"308066110111","30806611",321.546962070366,276.191204954071,,2209.52963963257,300,308,30806,2,0,0,0,3,1,1,1,1,9,10,1,10,9,"2019-04-25","2019-08-08",2,1,2,2,2,"2019-04-25"
"2058-004","1613-004",2665,"308066110111","30806611",396.441553719703,276.191204954071,1104.76481981628,2209.52963963257,300,308,30806,2,0,0,0,3,1,1,1,2,9,32,1,32,9,"2019-04-25","2019-08-08",2,1,2,1,2,"2019-04-25"
"2059-001","1614-001",2666,"310017490181","31001749",2468.53321116322,876.841431756882,701.473145405506,1753.68286351376,300,310,31001,2,0,0,0,8,2,2,1,1,1,63,1,63,1,"2019-07-17","2019-10-07",1,1,1,1,2,"2019-10-07"
"2060-001","1615-001",2666,"310017490181","31001749",858.079856140652,876.841431756882,175.368286351376,1753.68286351376,300,310,31001,2,0,0,0,5,2,2,1,1,1,82,1,82,1,"2019-07-17","2019-10-06",1,1,2,1,2,"2019-10-06"
"2061-001","1616-001",2667,"308066110222","30806611",408.245042895666,1668.81576760894,,2225.08769014526,300,308,30806,2,23,0,0,3,1,1,1,1,9,27,1,60,9,"2019-04-25","2019-08-09",1,1,1,2,2,"2019-04-25"
"2062-004","1616-003",2667,"308066110222","30806611",2371.23105886094,278.135961268157,2225.08769014526,2225.08769014526,300,302,30208,2,0,132,131,2,1,1,1,1,16,88,1,88,16,"2019-07-26","2019-10-03",2,1,2,2,2,"2019-07-26"
"2062-006","1616-003",2667,"308066110222","30806611",246.013978291193,278.135961268157,2225.08769014526,2225.08769014526,300,308,30806,2,127,0,0,3,1,1,1,1,9,32,1,32,9,"2019-07-27","2019-10-18",2,1,1,2,2,"2019-07-27"
"2063-001","1617-001",2668,"310017490059","31001749",1655.82823563312,1791.99638174606,895.998190873029,1791.99638174606,300,310,31001,2,0,0,0,5,2,2,1,1,1,38,1,38,1,"2019-07-16","2019-10-06",2,1,2,1,2,"2019-10-06"
"2064-001","1618-001",2669,"308066110217","30806611",2091.0733373011,1124.11685882248,2248.23371764497,2248.23371764497,300,308,30806,2,0,0,0,5,1,1,1,1,9,27,1,27,9,"2019-04-24","2019-08-09",1,1,1,2,2,"2019-04-24"
"2065-001","1619-001",2670,"310017490018","31001749",1685.30506089945,908.948795750327,908.948795750327,1817.89759150065,300,310,31001,2,0,0,0,7,2,2,1,1,1,38,1,38,1,"2019-07-17","2019-10-06",2,1,2,2,2,"2019-10-06"
"2066-001","1620-001",2671,"308066110002","30806611",1053.91721070675,2232.39373386971,1116.19686693485,2232.39373386971,300,308,30806,2,0,0,0,7,1,1,1,1,9,10,1,10,9,"2019-04-23","2019-08-08",1,1,2,1,2,"2019-04-23"
"2067-002","1621-001",2672,"310017490100","31001749",3223.54366339566,869.289542549738,1738.57908509948,1738.57908509948,300,310,31001,2,0,0,0,6,2,2,1,1,1,63,1,63,1,"2019-07-16","2019-10-06",1,1,2,2,1,"2019-10-06"
"2068-001","1622-001",2673,"308066110090","30806611",603.616144136391,1529.29939690418,,2293.94909535627,300,308,30806,2,0,0,0,1,1,1,1,1,9,10,1,10,9,"2019-04-22","2019-08-08",1,1,2,1,2,"2019-04-23"
"2068-002","1622-001",2673,"308066110090","30806611",443.659209725149,1529.29939690418,,2293.94909535627,200,210,21048,1,271,271,271,2,3,1,1,1,,,1,7,18,,"2019-10-22",2,1,1,2,2,"2019-10-22"
"2069-003","1622-003",2673,"308066110090","30806611",293.379747822521,382.324849226045,3440.92364303441,2293.94909535627,300,308,30806,2,0,0,0,3,1,1,1,2,9,60,1,60,9,"2019-04-30","2019-08-08",2,1,2,2,2,"2019-04-30"
"2069-004","1622-003",2673,"308066110090","30806611",1356.24904973989,382.324849226045,3440.92364303441,2293.94909535627,300,308,30806,2,0,0,0,8,1,1,1,2,9,27,1,27,9,"2019-04-22","2019-08-08",2,1,1,2,2,"2019-04-22"
"2070-001","1623-001",2674,"310017490140","31001749",1725.46788288269,895.801825989292,671.851369491969,1791.60365197858,300,310,31001,2,0,0,0,7,2,2,1,2,1,63,1,63,1,"2019-07-17","2019-10-07",1,1,2,1,2,"2019-10-07"
"2072-001","1625-001",2675,"308066110284","30806611",602.555575356213,2170.99767710677,1085.49883855338,2170.99767710677,300,308,30806,2,0,0,0,5,1,1,1,2,9,27,1,27,9,"2019-04-28","2019-08-08",1,1,1,2,2,"2019-04-28"
"2072-002","1625-001",2675,"308066110284","30806611",397.484140045905,2170.99767710677,1085.49883855338,2170.99767710677,300,308,30806,2,0,0,0,3,1,1,1,1,9,27,1,60,9,"2019-04-27","2019-08-09",1,1,2,2,2,"2019-04-27"
"2073-002","1626-001",2676,"310017490212","31001749",1663.87587248784,1723.70195405468,1292.77646554101,1723.70195405468,300,310,31001,2,0,0,0,3,2,2,1,1,1,63,1,63,1,"2019-07-16","2019-10-06",2,1,1,2,1,"2019-10-06"
"2074-001","1628-001",2677,"308066110198","30806611",663.91442128448,1084.43162731351,867.545301850808,2168.86325462702,300,308,30806,2,0,0,0,5,1,1,1,1,9,27,1,27,9,"2019-04-23","2019-08-08",1,1,1,1,2,"2019-04-26"
"2074-004","1628-001",2677,"308066110198","30806611",87.7025035911709,1084.43162731351,867.545301850808,2168.86325462702,300,308,30806,2,0,0,0,3,1,1,1,1,9,27,1,32,9,"2019-04-29","2019-08-09",1,1,2,2,2,"2019-04-29"
"2075-001","1629-001",2677,"308066110198","30806611",921.638768122301,813.323720485132,,2168.86325462702,300,308,30820,1,0,0,23,6,1,1,1,1,9,10,1,10,9,"2019-05-30","2019-10-18",1,1,2,1,1,"2019-05-30"
"2076-006","1629-006",2677,"308066110198","30806611",182.304005364315,271.107906828377,216.886325462702,2168.86325462702,300,308,30806,2,0,26,0,5,3,1,1,1,,,1,10,9,,"2019-08-15",2,1,2,1,2,"2019-08-15"
"2077-001","1630-001",2678,"310017490151","31001749",1235.53245779141,1386.98671540367,,1733.73339425459,300,310,31001,2,0,0,0,4,2,2,1,1,1,82,1,82,1,"2019-07-16","2019-10-08",1,1,2,2,1,"2019-10-08"
"2078-003","1630-003",2678,"310017490151","31001749",557.015244986708,173.373339425459,1155.82226283639,1733.73339425459,300,311,31110,2,0,11,11,7,2,2,1,1,1,82,1,82,1,"2019-07-15","2019-10-10",1,1,2,2,2,"2019-10-10"
"2079-001","1632-001",2678,"310017490151","31001749",286.450350573614,1733.73339425459,144.477782854549,1733.73339425459,300,311,31001,2,0,0,0,4,2,2,1,1,1,80,1,29,1,"2019-07-15","2019-10-08",2,1,2,1,2,"2019-10-08"
"2080-001","1633-001",2679,"308066110140","30806611",2096.17501476507,1091.9832944357,2183.96658887139,2183.96658887139,300,308,30806,2,0,0,0,7,1,1,1,1,9,32,1,32,9,"2019-04-27","2019-08-09",2,1,1,1,1,"2019-04-28"
"2081-001","1634-001",2680,"310017490090","31001749",1528.0026397845,865.813765868162,865.813765868162,1731.62753173632,300,310,31001,2,0,0,0,12,2,2,1,1,1,82,1,82,1,"2019-07-17","2019-10-07",1,1,1,1,2,"2019-10-07"
"2082-001","1635-001",2681,"308066110228","30806611",1862.78526778003,2084.01102272916,2084.01102272916,2084.01102272916,300,308,30806,2,10,12,9,1,1,1,1,3,9,32,1,32,9,"2019-04-29","2019-08-08",2,1,2,2,2,"2019-04-29"
"2083-001","1636-001",2682,"310017490130","31001749",1569.36533508067,1771.05308373291,885.526541866454,1771.05308373291,300,310,31001,2,0,0,0,5,2,2,1,1,1,82,1,82,1,"2019-07-16","2019-10-07",1,1,2,1,2,"2019-10-07"
"2084-001","1637-001",2683,"308066110022","30806611",473.114338767164,638.4193382309,,2128.06446076967,300,308,30806,2,0,0,0,3,1,1,1,1,9,60,1,60,9,"2019-04-23","2019-08-08",1,1,2,2,2,"2019-04-25"
"2085-003","1637-003",2683,"308066110022","30806611",495.759334426406,425.612892153933,1064.03223038483,2128.06446076967,300,308,30805,2,8,8,8,8,1,1,1,2,9,60,1,60,9,"2019-05-01","2019-08-23",1,1,1,1,2,"2019-05-01"
"2086-001","1638-001",2684,"310017490110","31001749",3105.74848103502,1717.4306303101,1717.4306303101,1717.4306303101,300,310,31001,2,0,0,0,5,2,2,1,1,1,82,1,82,1,"2019-07-17","2019-10-06",1,1,1,2,2,"2019-10-06"
"2087-001","1639-001",2685,"308066110203","30806611",1017.87451946675,2202.76685282892,1101.38342641446,2202.76685282892,300,308,30806,2,0,0,0,4,1,1,1,1,9,60,1,60,9,"2019-04-22","2019-08-08",2,1,1,2,2,"2019-04-22"
"2088-001","1640-001",2686,"310017490008","31001749",1336.09178045271,1435.85869072325,,1723.0304288679,300,310,31001,2,0,0,0,6,2,2,1,1,1,80,1,29,1,"2019-07-16","2019-10-06",2,1,1,2,2,"2019-10-06"
"2089-004","1640-004",2686,"310017490008","31001749",700.580888581936,143.585869072325,738.441612371957,1723.0304288679,300,310,31001,2,0,0,0,3,2,2,1,2,1,80,1,38,1,"2019-07-17","2019-10-07",2,1,2,2,2,"2019-10-07"
"2090-001","1641-001",2686,"310017490008","31001749",566.212283922342,861.51521443395,123.073602061993,1723.0304288679,300,310,31001,2,0,0,0,6,2,2,1,1,1,80,1,29,1,"2019-07-16","2019-10-06",2,1,2,2,2,"2019-10-06"
"2091-001","1642-001",2688,"310017490049","31001749",1201.05208732183,583.969473413234,,1751.9084202397,300,310,31001,2,0,0,0,9,2,2,1,2,1,80,1,29,1,"2019-07-16","2019-10-07",2,1,2,2,2,"2019-10-07"
"2092-002","1642-002",2688,"310017490049","31001749",482.017476097338,291.984736706617,875.954210119851,1751.9084202397,300,310,31001,2,0,12,12,4,2,2,1,1,1,38,1,38,1,"2019-07-21","2019-10-10",2,1,2,2,2,"2019-10-10"
"2093-001","1643-001",2689,"309014750114","30901475",3352.34388459436,1688.50367617893,844.251838089466,1688.50367617893,300,309,30901,2,0,0,0,1,1,1,1,1,9,27,1,27,9,"2019-07-09","2019-09-30",1,1,1,2,2,"2019-07-09"
"2094-001","1644-001",2690,"310017490069","31001749",1581.06586953704,878.057229077172,1756.11445815434,1756.11445815434,300,310,31001,2,0,0,0,7,2,2,1,1,1,38,1,38,1,"2019-07-16","2019-10-07",2,1,2,2,2,"2019-10-07"
"2095-001","1645-001",2691,"309014750111","30901475",2213.71503006264,930.116395172926,930.116395172926,1860.23279034585,300,309,30901,2,0,0,0,6,1,1,1,1,9,27,1,27,9,"2019-07-10","2019-09-30",2,1,1,1,2,"2019-07-10"
"2095-002","1645-001",2691,"309014750111","30901475",167.345488746226,930.116395172926,930.116395172926,1860.23279034585,300,305,30508,2,76,76,76,2,3,1,1,1,,,1,52,17,,"2019-10-26",1,1,2,2,2,"2019-10-26"
"2095-003","1645-001",2691,"309014750111","30901475",167.856207430091,930.116395172926,930.116395172926,1860.23279034585,300,305,30508,2,78,78,78,3,3,1,1,1,,,1,84,17,,"2019-10-26",1,1,2,2,2,"2019-10-26"
"2096-001","1646-001",2692,"310017490028","31001749",708.052832149258,997.060275484102,854.623093272088,1994.1205509682,300,310,31001,2,0,15,15,6,2,2,1,1,1,82,1,29,1,"2019-07-21","2019-10-10",2,1,1,1,2,"2019-10-10"
"2097-001","1647-001",2692,"310017490028","31001749",2122.99333220098,997.060275484102,142.437182212015,1994.1205509682,300,310,31001,2,0,0,13,8,2,2,1,1,1,38,1,38,1,"2019-07-22","2019-10-08",2,1,2,2,2,"2019-10-08"
"2098-001","1648-001",2693,"309014750002","30901475",1093.53601223419,1662.4987650176,415.624691254399,1662.4987650176,300,309,30901,2,0,0,0,2,1,1,1,1,9,10,1,10,9,"2019-07-09","2019-09-30",2,1,1,2,2,"2019-07-09"
"2099-001","1649-001",2693,"309014750002","30901475",1293.41100561529,831.249382508798,415.624691254399,1662.4987650176,300,309,30901,2,0,0,0,4,1,1,1,1,9,10,1,10,9,"2019-07-10","2019-09-30",2,1,2,2,2,"2019-07-10"
"2100-001","1650-001",2694,"310043120104","31004312",2605.56492911974,1396.00395572364,698.001977861819,1396.00395572364,300,310,31004,2,0,0,0,5,2,2,1,1,1,63,1,63,1,"2019-06-01","2019-09-04",2,1,1,2,2,"2019-09-04"
"2101-001","1651-001",2695,"309014750053","30901475",3779.69393106137,1814.29971961358,907.14985980679,1814.29971961358,300,309,30901,2,0,0,12,6,1,1,1,1,9,27,1,27,9,"2019-07-10","2019-10-01",2,1,2,2,2,"2019-07-10"
"2102-002","1652-002",2696,"310043120057","31004312",2313.98170723745,655.586943836309,655.586943836309,1311.17388767262,300,310,31004,2,0,0,0,7,2,2,1,1,1,63,1,63,1,"2019-05-31","2019-09-02",2,1,1,1,2,"2019-09-02"
"2103-001","1653-001",2697,"309014750054","30901475",1318.46533101384,748.873640708431,,1872.18410177108,300,309,30901,2,44,50,13,6,1,1,1,2,9,27,1,27,9,"2019-07-11","2019-10-01",2,1,1,2,2,"2019-07-11"
"2103-004","1653-001",2697,"309014750054","30901475",200.600692827871,748.873640708431,,1872.18410177108,200,210,21055,1,312,299,278,1,1,1,1,1,18,45,1,45,18,"2019-07-29","2019-09-04",2,1,2,2,2,"2019-07-29"
"2105-002","1654-001",2697,"309014750054","30901475",571.039073539973,561.655230531323,,1872.18410177108,300,302,30201,2,0,40,93,7,1,1,1,1,16,41,2,11,11,"2019-07-25","2019-10-05",1,1,1,2,2,"2019-07-25"
"2106-004","1654-004",2697,"309014750054","30901475",588.580393272015,187.218410177108,,1872.18410177108,300,302,30201,2,0,39,93,5,1,1,1,1,16,1,1,88,16,"2019-07-25","2019-10-19",1,1,2,2,2,"2019-07-25"
"2107-005","1654-005",2697,"309014750054","30901475",203.156483915797,187.218410177108,133.727435840791,1872.18410177108,300,302,30201,2,0,41,95,3,1,1,1,1,16,1,1,1,16,"2019-06-09","2019-10-19",1,1,2,1,2,"2019-06-09"
"2108-002","1655-002",2698,"310043120121","31004312",2363.44370131488,675.910663959648,675.910663959648,1351.8213279193,300,310,31004,2,0,0,0,7,2,2,1,2,1,80,1,80,1,"2019-06-01","2019-09-04",2,1,2,1,2,"2019-09-04"
"2109-001","1656-001",2699,"309014750073","30901475",1540.87260449917,1846.02082365157,923.010411825783,1846.02082365157,100,105,10502,2,9,536,536,5,3,1,1,1,,,1,81,15,,"2019-11-05",2,1,2,2,2,"2019-11-05"
"2110-001","1657-001",2700,"310043120081","31004312",1412.55502042086,1481.78308303778,1481.78308303778,1481.78308303778,300,310,31007,2,0,0,15,6,2,2,1,2,1,63,1,63,1,"2019-06-03","2019-09-05",1,1,2,1,2,"2019-09-05"
"2111-001","1659-001",2701,"309014750122","30901475",2636.82844578242,2640.27863336601,293.364292596223,1760.18575557734,300,309,30901,2,0,0,0,5,1,1,1,1,9,27,1,27,9,"2019-07-11","2019-09-30",2,1,1,2,2,"2019-07-11"
"2112-001","1660-001",2701,"309014750122","30901475",483.350045156625,1760.18575557734,293.364292596223,1760.18575557734,300,309,30901,2,0,0,0,5,1,1,1,1,9,10,1,10,9,"2019-07-10","2019-09-30",1,1,2,2,2,"2019-07-10"
"2114-001","1662-001",2703,"309014750102","30901475",2152.67201021854,705.854606973643,,1764.63651743411,300,309,30901,2,0,0,0,8,1,1,1,1,9,27,1,27,9,"2019-07-09","2019-09-30",2,1,2,2,2,"2019-07-09"
"2115-008","1662-008",2703,"309014750102","30901475",1563.06137556197,176.463651743411,882.318258717053,1764.63651743411,300,309,30901,2,0,0,0,6,1,1,1,1,9,10,1,10,9,"2019-07-11","2019-09-30",2,1,2,2,2,"2019-07-11"
"2116-001","1663-001",2704,"310043120052","31004312",646.890039093593,655.895049230844,,1311.79009846169,300,307,31004,2,0,0,0,4,4,2,1,1,,,1,65,10,,"2019-09-30",2,1,2,1,2,"2019-09-30"
"2117-006","1663-005",2704,"310043120052","31004312",214.706529352016,327.947524615422,655.895049230844,1311.79009846169,300,307,31004,2,0,0,0,5,4,2,1,1,,,1,9,10,,"2019-09-30",1,1,2,1,2,"2019-09-30"
"2118-001","1664-001",2705,"309014750031","30901475",3446.62458421968,850.263134268727,1700.52626853745,1700.52626853745,300,309,30901,2,0,0,0,2,1,1,1,1,9,10,1,10,9,"2019-07-10","2019-09-30",2,1,1,2,1,"2019-07-10"
